directorio,sex,female,age,max_educ_level,total_hours_worked,estrato1,micro_empresa,formal,tipo_ocup,size_firm,oficio,college,ingtot,y_ing_lab_m,y_ing_lab_m_ha,y_salary_m,y_salary_m_hu,y_total_m,y_total_m_ha
4660880,0,1,23,7,48,3,0,1,1,5,3,0,987500,937500,4557.29150390625,900000,4375,937500,4557.29150390625
4660881,0,1,48,4,48,2,1,1,3,2,54,0,1133275.33333333,933275.3125,4536.7548828125,781242,3797.7041015625,933275.3125,4536.7548828125
4660881,0,1,29,7,48,2,0,1,1,5,39,0,1037175.33333333,1037175.3125,5041.82421875,885242,4303.259765625,1037175.3125,5041.82421875
4660881,0,1,22,7,45,2,0,1,1,5,32,0,1119877.66666667,1119877.625,5806.77294921875,950000,4925.92578125,1119877.625,5806.77294921875
4660882,0,1,31,6,48,2,0,1,1,4,55,1,931953,931953,4530.3271484375,781242,3797.7041015625,931953,4530.3271484375
4660883,0,1,33,7,48,3,0,1,1,5,39,0,2956000,1656000,8050,1500000,7291.66650390625,1656000,8050
4660884,1,0,50,5,48,2,0,1,1,5,92,0,1063211,1063211,5168.38671875,900000,4375,1063211,5168.38671875
4660885,1,0,51,6,48,3,0,1,1,5,37,1,1454877.66666667,1454877.625,7072.32177734375,1300000,6319.4443359375,1454877.625,7072.32177734375
4660885,1,0,24,7,48,3,0,1,1,5,2,0,1588211,1588211,7720.47021484375,1500000,7291.66650390625,1588211,7720.47021484375
4660885,1,0,19,7,48,3,0,0,1,5,38,0,781242,781242,3797.7041015625,781242,3797.7041015625,781242,3797.7041015625
4660886,1,0,23,6,24,2,0,1,1,5,44,1,415000,390000,3791.66674804688,390000,3791.66674804688,390000,3791.66674804688
4660887,1,0,24,7,48,2,0,1,1,5,39,0,1191544.33333333,1191544.375,5792.2294921875,1000000,4861.111328125,1191544.375,5792.2294921875
4660887,0,1,21,6,30,2,0,1,1,5,13,1,1260711,1240711,9649.974609375,1000000,7777.77783203125,1240711,9649.974609375
4660888,1,0,48,6,48,2,0,1,1,4,83,1,1288700,1288700,6264.513671875,1200000,5833.33349609375,1288700,6264.513671875
4660888,0,1,40,6,48,2,0,1,1,3,55,1,924591.666666667,924591.6875,4494.54296875,800000,3888.88891601562,924591.6875,4494.54296875
4660888,0,1,19,6,60,2,1,0,1,2,45,1,880000,880000,3422.22216796875,800000,3111.11108398438,880000,3422.22216796875
4660889,0,1,62,4,48,3,1,0,3,1,54,0,637500,487500,2369.79174804688,450000,2187.5,487500,2369.79174804688
4660889,1,0,27,6,56,3,0,1,1,4,79,1,1190000,1100000,4583.33349609375,1100000,4583.33349609375,1100000,4583.33349609375
4660890,0,1,35,6,48,3,0,1,1,3,39,1,931953,931953,4530.3271484375,781242,3797.7041015625,931953,4530.3271484375
4660891,1,0,58,7,48,4,0,1,1,3,21,0,5875000,5875000,28559.02734375,5500000,26736.111328125,5875000,28559.02734375
4660893,0,1,58,7,48,4,0,1,2,5,12,0,2416666.66666667,2416666.75,11747.685546875,2000000,9722.22265625,2416666.75,11747.685546875
4660893,0,1,63,7,48,4,0,1,2,5,39,0,2954166.66666667,2954166.75,14360.533203125,2500000,12152.77734375,2954166.75,14360.533203125
4660894,0,1,28,6,48,1,0,1,1,5,38,1,869453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4660895,1,0,59,3,40,1,1,0,1,2,85,0,600000,600000,3500,600000,3500,600000,3500
4660895,0,1,31,7,48,1,0,1,1,5,45,0,1294744.66666667,994744.6875,4835.564453125,781242,3797.7041015625,994744.6875,4835.564453125
4660895,1,0,66,3,40,1,1,0,1,2,85,0,800000,600000,3500,600000,3500,600000,3500
4660896,1,0,60,4,48,3,0,1,1,5,58,0,1068333.33333333,1068333.375,5193.287109375,1030000,5006.9443359375,1068333.375,5193.287109375
4660896,0,1,30,7,48,3,0,1,1,3,39,0,1195833.33333333,1195833.375,5813.0791015625,1150000,5590.27783203125,1195833.375,5813.0791015625
4660897,1,0,62,7,50,4,0,1,1,5,43,0,5151666.66666667,4668333.5,21785.556640625,4000000,18666.666015625,4668333.5,21785.556640625
4660897,0,1,53,7,60,4,0,1,1,5,21,0,8518125.00000001,7892291.787500022,41470.340820312515,7000000,37333.33203125,7892291.787500022,41470.340820312515
4660899,0,1,38,7,48,4,0,1,1,5,8,0,5455000,5455000,26517.361328125,5055000,24572.916015625,5455000,26517.361328125
4660900,0,1,47,5,52,2,0,1,1,4,21,0,1110500,1062500,4767.62841796875,1000000,4487.1796875,1062500,4767.62841796875
4660905,1,0,59,7,84,3,0,1,1,5,98,0,2511666.66666667,1391666.625,3865.74072265625,1300000,3611.11108398438,1391666.625,3865.74072265625
4660905,0,1,24,7,48,3,0,0,1,3,21,0,700000,700000,3402.77783203125,700000,3402.77783203125,700000,3402.77783203125
4660905,1,0,23,7,48,3,0,1,1,3,3,0,900000,900000,4375,900000,4375,900000,4375
4660908,0,1,36,7,45,3,0,1,1,5,39,0,1075000,1075000,5574.07421875,910000,4718.5185546875,1075000,5574.07421875
4660908,1,0,24,7,45,3,0,1,1,5,21,0,3825000,3825000,19833.333984375,3400000,17629.62890625,3825000,19833.333984375
4660911,0,1,53,7,48,4,0,1,1,4,21,0,8518125.00000001,7892291.787500022,41470.340820312515,7000000,37333.33203125,7892291.787500022,41470.340820312515
4660912,1,0,29,6,44,2,1,1,1,2,3,1,1105000,1105000,5859.8486328125,1000000,5303.0302734375,1105000,5859.8486328125
4660912,0,1,28,7,40,2,0,1,1,4,13,0,1577908.66666667,977908.6875,5704.46728515625,781242,4557.2451171875,977908.6875,5704.46728515625
4660915,0,1,55,7,40,3,0,1,2,5,18,0,3634166.66666667,3634166.75,21199.306640625,3170000,18491.666015625,3634166.75,21199.306640625
4660918,0,1,38,7,48,3,0,1,1,5,39,0,2620776,1960673,9531.048828125,1822873,8861.1884765625,1960673,9531.048828125
4660921,0,1,41,5,36,2,1,0,1,2,53,0,930000,720000,4666.66650390625,720000,4666.66650390625,720000,4666.66650390625
4660921,1,0,21,6,38,2,0,1,1,4,84,1,884453,884453,5430.8515625,781242,4797.10009765625,884453,5430.8515625
4660921,0,1,20,6,40,2,0,1,1,4,3,1,931953,931953,5436.392578125,781242,4557.2451171875,931953,5436.392578125
4660923,1,0,24,7,48,2,0,1,1,5,45,0,3000000,2500000,12152.77734375,2400000,11666.6669921875,2500000,12152.77734375
4660925,0,1,56,5,49,2,1,1,1,2,53,0,800000,800000,3809.52392578125,800000,3809.52392578125,800000,3809.52392578125
4660926,0,1,28,6,48,3,0,1,1,4,33,1,938286.333333333,938286.3125,4561.1142578125,781242,3797.7041015625,938286.3125,4561.1142578125
4660927,1,0,31,7,48,3,0,1,1,5,38,0,927011.333333333,927011.3125,4506.30517578125,781242,3797.7041015625,927011.3125,4506.30517578125
4660928,0,1,44,7,48,3,0,1,1,5,2,0,3750000,3450000,16770.833984375,3200000,15555.5556640625,3450000,16770.833984375
4660928,1,0,26,6,48,3,0,1,1,5,98,1,1834877.66666667,1834877.625,8919.5439453125,1600000,7777.77783203125,1834877.625,8919.5439453125
4660929,0,1,36,4,60,3,0,1,1,3,81,0,1380687.41666667,1380687.375,5369.33984375,1200000,4666.66650390625,1380687.375,5369.33984375
4660929,0,1,18,7,48,3,0,0,1,5,97,0,781242,781242,3797.7041015625,781242,3797.7041015625,781242,3797.7041015625
4660930,1,0,32,5,70,3,1,1,1,2,83,0,2135666.66666667,1416666.625,4722.22216796875,950000,3166.66674804688,1416666.625,4722.22216796875
4660935,1,0,23,6,62,3,0,1,1,4,39,1,1175000,1175000,4422.04296875,1100000,4139.78515625,1175000,4422.04296875
4660936,0,1,29,7,50,2,0,1,1,4,13,0,1283000,983000,4587.33349609375,938000,4377.33349609375,983000,4587.33349609375
4660936,1,0,45,6,50,2,0,1,1,4,53,1,1808000,1680000,7840,1500000,7000,1680000,7840
4660937,1,0,52,6,48,3,1,0,1,2,16,1,833333.333333333,833333.3125,4050.92578125,800000,3888.88891601562,833333.3125,4050.92578125
4660937,0,1,44,6,48,3,1,0,1,2,79,1,833333.333333333,833333.3125,4050.92578125,800000,3888.88891601562,833333.3125,4050.92578125
4660937,1,0,22,7,48,3,1,0,1,2,37,0,833333.333333333,833333.3125,4050.92578125,800000,3888.88891601562,833333.3125,4050.92578125
4660937,0,1,20,7,48,3,1,0,1,2,79,0,833333.333333333,833333.3125,4050.92578125,800000,3888.88891601562,833333.3125,4050.92578125
4660938,1,0,25,6,48,2,0,1,1,4,58,1,1300000,1300000,6319.4443359375,1200000,5833.33349609375,1300000,6319.4443359375
4660939,1,0,62,6,48,2,0,1,1,5,99,1,932744.666666667,932744.6875,4534.17578125,781242,3797.7041015625,932744.6875,4534.17578125
4660940,0,1,49,6,48,3,1,1,1,2,45,1,988611,988611,4805.748046875,900000,4375,988611,4805.748046875
4660940,0,1,48,6,48,3,1,1,1,2,39,1,932111,932111,4531.09521484375,781400,3798.47216796875,932111,4531.09521484375
4660940,1,0,47,6,48,3,1,1,1,2,3,1,839733.333333333,839733.3125,4082.03686523438,781400,3798.47216796875,839733.3125,4082.03686523438
4660943,1,0,56,7,24,3,1,0,1,2,98,0,225000,225000,2187.5,225000,2187.5,225000,2187.5
4660945,1,0,24,6,84,3,0,1,1,3,77,1,782500,782500,2173.61108398438,770000,2138.88891601562,782500,2173.61108398438
4660948,1,0,43,6,48,3,0,1,1,5,98,1,1186666.66666667,1096666.625,5331.0185546875,1000000,4861.111328125,1096666.625,5331.0185546875
4660948,0,1,42,6,16,3,1,0,3,1,54,1,110000,60000,875,60000,875,60000,875
4660948,0,1,20,7,48,3,0,1,1,4,33,0,902786.333333333,902786.3125,4388.54443359375,781242,3797.7041015625,902786.3125,4388.54443359375
4660950,1,0,28,7,48,3,0,0,1,5,3,0,869453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4660951,0,1,41,6,48,3,0,1,1,5,33,1,869453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4660952,1,0,23,6,48,3,0,1,1,4,58,1,1183333.33333333,1183333.375,5752.31494140625,1100000,5347.22216796875,1183333.375,5752.31494140625
4660952,0,1,20,6,60,3,1,0,1,2,45,1,780000,780000,3033.33325195312,780000,3033.33325195312,780000,3033.33325195312
4660953,0,1,30,7,48,2,0,1,1,4,16,0,869453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4660954,0,1,51,4,48,3,1,1,3,1,54,0,1131953,931953,4530.3271484375,781242,3797.7041015625,931953,4530.3271484375
4660955,1,0,53,5,53,2,0,1,1,4,83,0,1400000,1400000,6163.52197265625,1000000,4402.515625,1400000,6163.52197265625
4660955,1,0,26,7,40,2,0,1,1,5,9,0,2591666.66666667,2291666.75,13368.0556640625,2000000,11666.6669921875,2291666.75,13368.0556640625
4660956,1,0,22,7,48,3,0,1,1,5,95,0,1291666.66666667,1291666.625,6278.93505859375,1200000,5833.33349609375,1291666.625,6278.93505859375
4660958,1,0,60,5,21,3,1,0,1,2,97,0,500000,500000,5555.5556640625,500000,5555.5556640625,500000,5555.5556640625
4660959,0,1,54,7,48,3,0,1,1,5,3,0,1059044.33333333,1059044.375,5148.13232421875,900000,4375,1059044.375,5148.13232421875
4660961,1,0,35,7,48,3,0,1,1,4,3,0,945286.333333333,945286.3125,4595.1416015625,781242,3797.7041015625,945286.3125,4595.1416015625
4660963,1,0,23,7,48,3,0,1,1,5,95,0,1148266.66666667,1148266.625,5581.8515625,1050000,5104.16650390625,1148266.625,5581.8515625
4660963,0,1,22,6,56,3,0,1,1,3,33,1,1166666.66666667,1166666.625,4861.11083984375,1100000,4583.33349609375,1166666.625,4861.11083984375
4660966,1,0,39,4,48,3,0,1,1,5,95,0,2153333.33333333,2120000,10305.5556640625,1800000,8750,2120000,10305.5556640625
4660966,0,1,55,6,48,3,1,1,3,2,54,1,1228033.33333333,928033.3125,4511.27294921875,781000,3796.52783203125,928033.3125,4511.27294921875
4660968,0,1,21,7,40,3,0,1,2,5,39,0,2200000,2000000,11666.6669921875,2000000,11666.6669921875,2000000,11666.6669921875
4660969,0,1,36,4,56,3,1,0,1,2,45,0,766666.666666667,750000,3125,750000,3125,750000,3125
4660970,0,1,59,4,48,3,1,1,3,1,54,0,943742,843742,4101.5234375,781242,3797.7041015625,843742,4101.5234375
4660970,1,0,20,6,48,3,0,1,1,5,98,1,2241666.33333333,1408333.375,6846.06494140625,1300000,6319.4443359375,1408333.375,6846.06494140625
4660972,1,0,38,5,63,2,1,0,1,2,84,0,600000,600000,2222.22216796875,600000,2222.22216796875,600000,2222.22216796875
4660972,0,1,33,6,48,2,1,1,1,2,32,1,864333.333333333,864333.3125,4201.6201171875,800000,3888.88891601562,864333.3125,4201.6201171875
4660973,0,1,37,5,72,1,0,0,1,5,54,0,1006416.66666667,833916.6875,2702.5078125,820000,2657.40747070312,833916.6875,2702.5078125
4660973,1,0,32,7,69,1,0,1,1,5,42,0,2950000,1500000,5072.4638671875,1400000,4734.29931640625,1500000,5072.4638671875
4660974,1,0,40,7,60,2,0,1,1,5,3,0,2567683.33333333,2367683.25,9207.6572265625,2153800,8375.888671875,2367683.25,9207.6572265625
4660974,0,1,31,7,48,2,0,1,1,5,44,0,4833333.33333333,4333333.5,21064.81640625,4000000,19444.4453125,4333333.5,21064.81640625
4660975,0,1,32,7,45,2,0,1,1,5,21,0,1028333.33333333,1028333.3125,5332.0986328125,900000,4666.66650390625,1028333.3125,5332.0986328125
4660975,1,0,38,7,48,2,0,1,1,5,45,0,1028333.33333333,1028333.3125,4998.84228515625,900000,4375,1028333.3125,4998.84228515625
4660975,1,0,53,6,48,2,1,1,1,2,83,1,932744.666666667,932744.6875,4534.17578125,781242,3797.7041015625,932744.6875,4534.17578125
4660976,0,1,33,7,45,2,0,1,1,5,42,0,1071044.33333333,1071044.375,5553.5634765625,850000,4407.4072265625,1071044.375,5553.5634765625
4660977,1,0,24,6,48,2,0,1,1,5,59,1,961119.666666667,936119.6875,4550.58203125,781242,3797.7041015625,936119.6875,4550.58203125
4660977,0,1,22,5,50,2,0,0,1,3,53,0,716666.666666667,616666.6875,2877.77783203125,600000,2800,616666.6875,2877.77783203125
4660979,0,1,26,7,48,3,0,1,1,5,39,0,869066.666666667,869066.6875,4224.6298828125,781400,3798.47216796875,869066.6875,4224.6298828125
4660980,0,1,31,5,48,3,0,1,1,4,16,0,1021786.33333333,1021786.3125,4967.0166015625,781242,3797.7041015625,1021786.3125,4967.0166015625
4660981,1,0,25,6,60,3,0,1,1,3,58,1,1313333.33333333,1313333.375,5107.40771484375,1050000,4083.33325195312,1313333.375,5107.40771484375
4660984,0,1,23,6,48,3,1,0,1,2,45,1,400000,400000,1944.44445800781,400000,1944.44445800781,400000,1944.44445800781
4660985,1,0,32,6,48,2,0,1,1,5,85,1,1163211,1163211,5654.498046875,1000000,4861.111328125,1163211,5654.498046875
4660986,1,0,50,5,48,2,0,1,1,4,83,0,1083333.33333333,1083333.375,5266.2041015625,1000000,4861.111328125,1083333.375,5266.2041015625
4660987,1,0,43,7,48,2,1,1,1,2,83,0,1225000,1225000,5954.861328125,1100000,5347.22216796875,1225000,5954.861328125
4660988,0,1,45,7,30,2,0,1,2,5,13,0,2000000,2000000,15555.5556640625,1800000,14000,2000000,15555.5556640625
4660988,1,0,47,7,48,2,0,1,1,5,39,0,1365877.66666667,1365877.625,6639.68310546875,1124000,5463.888671875,1365877.625,6639.68310546875
4660990,1,0,36,7,48,3,0,1,1,5,3,0,1310366.66666667,1293700,6288.8193359375,1100000,5347.22216796875,1293700,6288.8193359375
4660991,0,1,66,4,16,2,1,0,3,2,59,0,380000,340000,4958.33349609375,180000,5250,340000,4958.33349609375
4660993,1,0,54,6,60,2,0,1,1,3,2,1,893333.333333333,893333.3125,3474.07397460938,800000,3111.11108398438,893333.3125,3474.07397460938
4660994,0,1,20,7,48,2,0,1,1,4,58,0,1158333.33333333,1158333.375,5630.787109375,1100000,5347.22216796875,1158333.375,5630.787109375
4660995,0,1,40,7,48,4,0,1,1,5,21,0,2500000,2500000,12152.77734375,2500000,12152.77734375,2500000,12152.77734375
4660996,1,0,25,7,48,2,0,1,1,5,40,0,1718211,1718211,8352.4150390625,1200000,5833.33349609375,1718211,8352.4150390625
4660997,1,0,19,6,48,2,0,1,1,4,97,1,869453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4660998,1,0,24,6,84,2,1,0,1,2,97,1,800000,800000,2222.22216796875,800000,2222.22216796875,800000,2222.22216796875
4660998,0,1,20,6,48,2,0,1,1,4,39,1,888211,888211,4317.6923828125,800000,3888.88891601562,888211,4317.6923828125
4660999,1,0,26,7,48,3,0,1,1,5,8,0,4333333.33333333,4333333.5,21064.81640625,4000000,19444.4453125,4333333.5,21064.81640625
4661000,0,1,42,5,48,2,0,1,1,5,53,0,1034575.33333333,844575.3125,4105.57421875,781242,3797.7041015625,844575.3125,4105.57421875
4661005,0,1,28,7,48,2,0,1,1,5,39,0,969453,969453,4712.61865234375,781242,3797.7041015625,969453,4712.61865234375
4661005,1,0,29,6,48,2,0,1,1,5,97,1,1062744.66666667,1062744.625,5166.11962890625,781242,3797.7041015625,1062744.625,5166.11962890625
4661007,1,0,24,7,48,3,0,0,1,4,34,0,869453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4661008,1,0,49,5,48,2,0,1,1,5,55,0,2919000,1695000,8239.5830078125,1570000,7631.9443359375,1695000,8239.5830078125
4661008,0,1,26,7,48,2,0,1,1,5,39,0,1227333.33333333,1227333.375,5966.2041015625,1144000,5561.111328125,1227333.375,5966.2041015625
4661008,0,1,22,7,48,2,0,1,1,5,39,0,814575.333333333,814575.3125,3959.7412109375,781242,3797.7041015625,814575.3125,3959.7412109375
4661009,1,0,30,7,84,2,0,1,2,5,58,0,1986666.66666667,1986666.625,5518.5185546875,1500000,4166.66650390625,1986666.625,5518.5185546875
4661009,0,1,53,6,48,2,0,1,1,5,53,1,1881953,1031953,5016.43798828125,781242,3797.7041015625,1031953,5016.43798828125
4661010,0,1,36,7,48,2,1,1,1,2,45,0,885366.666666667,885366.6875,4303.86572265625,700000,3402.77783203125,885366.6875,4303.86572265625
4661011,1,0,31,6,48,2,0,1,1,5,37,1,2718211,1138211,5532.97021484375,970000,4715.27783203125,1138211,5532.97021484375
4661013,0,1,32,6,76,3,1,1,1,2,21,1,1121666.66666667,1121666.625,3443.71337890625,980000,3008.77197265625,1121666.625,3443.71337890625
4661013,1,0,34,6,36,3,1,1,1,2,56,1,1114333.33333333,1114333.375,7222.53125,1000000,6481.4814453125,1114333.375,7222.53125
4661014,0,1,46,7,48,2,0,1,1,4,39,0,1259166.66666667,1009166.6875,4905.67138671875,900000,4375,1009166.6875,4905.67138671875
4661015,1,0,45,6,40,2,1,0,1,2,33,1,516666.666666667,450000,2625,450000,3500,450000,2625
4661016,1,0,31,7,40,2,0,1,2,5,11,0,4800000,4800000,28000,4800000,28000,4800000,28000
4661016,0,1,24,7,40,2,0,1,1,5,13,0,1688211,1688211,9847.8974609375,1600000,9333.3330078125,1688211,9847.8974609375
4661017,1,0,61,5,66,3,0,1,1,3,45,0,1059044.33333333,1059044.375,3744.09619140625,900000,3181.81811523438,1059044.375,3744.09619140625
4661017,0,1,31,6,52,3,0,1,1,5,33,1,941544.333333333,941544.3125,4224.87841796875,800000,3589.74365234375,941544.3125,4224.87841796875
4661019,0,1,39,4,12,3,1,0,3,1,59,0,350000,350000,6805.5556640625,350000,6805.5556640625,350000,6805.5556640625
4661019,0,1,19,6,40,3,0,0,1,5,39,1,600000,600000,3500,600000,3500,600000,3500
4661019,1,0,33,7,48,3,0,1,1,5,39,0,2152666.66666667,1986000,9654.1669921875,1600000,7777.77783203125,1986000,9654.1669921875
4661020,1,0,30,7,50,3,0,1,1,3,39,0,1991666.66666667,1491666.75,6961.111328125,1300000,6066.66650390625,1491666.75,6961.111328125
4661021,0,1,28,7,40,3,0,1,1,5,11,0,2260000,2140000,12483.3330078125,1860000,10850,2140000,12483.3330078125
4661021,1,0,27,7,24,3,0,1,1,5,44,0,1388211,1388211,13496.49609375,1200000,11666.6669921875,1388211,13496.49609375
4661022,0,1,57,7,60,3,0,1,1,5,53,0,1134600,1134600,4412.33349609375,781400,3038.77783203125,1134600,4412.33349609375
4661024,0,1,20,7,57,2,0,1,1,5,39,0,1348333.33333333,1288333.375,5273.87939453125,1230000,5035.087890625,1288333.375,5273.87939453125
4661024,1,0,22,7,60,2,1,1,1,2,99,0,900000,900000,3500,900000,3500,900000,3500
4661025,0,1,23,7,45,2,0,1,1,5,11,0,1700000,1700000,8814.814453125,1700000,8814.814453125,1700000,8814.814453125
4661025,1,0,27,7,40,2,0,1,1,5,11,0,3280000,3280000,19133.333984375,3280000,19133.333984375,3280000,19133.333984375
4661026,1,0,28,7,48,2,0,1,1,5,39,0,1382377.66666667,1182377.625,5747.6689453125,850000,4131.9443359375,1182377.625,5747.6689453125
4661027,1,0,32,7,48,2,0,1,1,5,12,0,4500000,4500000,21875,4500000,21875,4500000,21875
4661027,1,0,60,4,48,2,0,1,1,4,98,0,2400000,2400000,11666.6669921875,2400000,11666.6669921875,2400000,11666.6669921875
4661028,0,1,54,6,48,2,0,1,1,5,79,1,968211,968211,4706.5810546875,800000,3888.88891601562,968211,4706.5810546875
4661028,0,1,21,7,48,2,0,1,1,5,45,0,869453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4661029,0,1,45,7,48,4,0,1,1,4,2,0,4183333.33333333,4083333.25,19849.537109375,3500000,17013.888671875,4083333.25,19849.537109375
4661032,0,1,50,5,18,2,1,0,3,1,54,0,1427492,680000,8814.814453125,600000,7777.77783203125,680000,8814.814453125
4661032,1,0,19,6,50,2,0,1,2,5,58,1,425000,425000,1983.33337402344,425000,1983.33337402344,425000,1983.33337402344
4661034,0,1,33,6,48,2,0,1,1,5,97,1,1066211,1066211,5182.97021484375,806000,3918.0556640625,1066211,5182.97021484375
4661034,1,0,27,6,68,2,0,1,1,5,98,1,988211,888211,3047.78295898438,800000,3888.88891601562,888211,3047.78295898438
4661034,1,0,36,6,60,2,1,0,1,2,77,1,1449687.41666667,1349687.375,5248.7841796875,1200000,4666.66650390625,1349687.375,5248.7841796875
4661036,0,1,41,6,48,1,0,1,1,5,55,1,901453,901453,4382.06298828125,781242,3797.7041015625,901453,4382.06298828125
4661036,1,0,45,3,48,1,1,1,1,2,58,0,1388211,1388211,6748.248046875,1300000,6319.4443359375,1388211,6748.248046875
4661037,1,0,26,5,48,3,0,0,1,4,79,0,700000,700000,3402.77783203125,700000,3402.77783203125,700000,3402.77783203125
4661040,0,1,24,6,40,3,0,1,1,5,39,1,1100000,1100000,6416.66650390625,1100000,6416.66650390625,1100000,6416.66650390625
4661040,1,0,21,6,48,3,0,1,1,5,42,1,1254877.66666667,1254877.625,6100.099609375,1100000,5347.22216796875,1254877.625,6100.099609375
4661040,0,1,25,6,48,3,0,1,1,5,45,1,869452,869452,4226.5029296875,781241,3797.69921875,869452,4226.5029296875
4663839,0,1,61,7,40,3,0,1,2,5,32,0,3291250,3291250,19198.958984375,2150000,12541.6669921875,3291250,19198.958984375
4663839,1,0,27,7,48,3,0,1,1,4,42,0,1498333.33333333,1408333.375,6846.06494140625,1300000,6319.4443359375,1408333.375,6846.06494140625
4663840,0,1,33,7,48,2,0,1,1,5,39,0,1318000,1282000,6231.9443359375,1200000,5833.33349609375,1282000,6231.9443359375
4665547,1,0,50,3,50,1,0,1,1,5,95,0,1285000,1285000,5996.66650390625,1260000,5880,1285000,5996.66650390625
4665547,0,1,22,6,45,1,1,0,1,2,5,1,1350833.33333333,870833.3125,4515.43212890625,850000,4407.4072265625,870833.3125,4515.43212890625
4665547,1,0,34,4,50,1,0,1,1,5,97,0,1454166.66666667,1454166.625,6786.11083984375,1400000,6533.33349609375,1454166.625,6786.11083984375
4665548,1,0,60,7,48,2,0,1,2,5,37,0,2401429,1851429,9000.001953125,1582778,7694.0595703125,1851429,9000.001953125
4665548,0,1,46,7,48,2,0,1,1,5,45,0,999666.666666667,999666.6875,4859.49072265625,800000,3888.88891601562,999666.6875,4859.49072265625
4665550,1,0,34,4,48,1,0,0,1,5,95,0,940622.666666667,940622.6875,4572.47119140625,781242,3797.7041015625,940622.6875,4572.47119140625
4665550,1,0,30,5,48,1,0,1,1,5,95,0,991453,991453,4819.56298828125,781242,3797.7041015625,991453,4819.56298828125
4665551,1,0,60,3,68,3,0,0,1,4,97,0,648000,648000,2223.529296875,600000,2333.33325195312,648000,2223.529296875
4665552,0,1,33,7,48,3,0,1,1,3,11,0,433833.333333333,433833.34375,2108.912109375,220000,1069.44445800781,433833.34375,2108.912109375
4665556,1,0,19,7,48,2,1,0,1,2,45,0,850000,850000,4131.9443359375,850000,4131.9443359375,850000,4131.9443359375
4665556,0,1,27,7,50,2,0,1,1,5,33,0,1241666.66666667,1241666.625,5794.4443359375,1200000,5600,1241666.625,5794.4443359375
4665557,1,0,29,3,60,1,0,0,1,3,99,0,500000,500000,1944.44445800781,500000,1944.44445800781,500000,1944.44445800781
4665558,0,1,42,7,40,3,0,1,2,5,3,0,8083333.33333333,7892291.787500022,41470.340820312515,6500000,37333.33203125,7892291.787500022,41470.340820312515
4665560,1,0,52,4,48,2,0,1,1,4,45,0,898619.666666667,898619.6875,4368.2900390625,781242,3797.7041015625,898619.6875,4368.2900390625
4665561,1,0,40,4,48,2,0,0,1,3,95,0,1200000,1200000,5833.33349609375,1200000,5833.33349609375,1200000,5833.33349609375
4665561,0,1,20,7,48,2,0,0,1,3,39,0,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4665561,1,0,18,7,48,2,1,0,1,2,45,0,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4665562,0,1,48,6,48,2,0,1,1,5,79,1,985877.666666667,985877.6875,4792.4609375,800000,3888.88891601562,985877.6875,4792.4609375
4665562,1,0,48,6,48,2,0,1,1,4,79,1,1727544.33333333,1727544.375,8397.78515625,1500000,7291.66650390625,1727544.375,8397.78515625
4665563,1,0,26,6,48,2,0,1,1,5,99,1,923211,923211,4487.8310546875,800000,3888.88891601562,923211,4487.8310546875
4665564,1,0,51,6,45,3,0,1,2,5,98,1,2530000,2410000,12496.2958984375,2000000,10370.3701171875,2410000,12496.2958984375
4665564,0,1,22,7,48,3,0,1,1,5,7,0,1875000,1875000,9114.5830078125,1800000,8750,1875000,9114.5830078125
4665565,1,0,50,4,55,2,1,1,1,2,95,0,1300000,1300000,5515.1513671875,1300000,5515.1513671875,1300000,5515.1513671875
4665565,1,0,18,5,28,2,0,0,1,4,39,0,500000,500000,4166.66650390625,400000,4666.66650390625,500000,4166.66650390625
4665566,1,0,21,6,68,2,0,0,1,3,45,1,1383333.33333333,1233333.375,4232.0263671875,1200000,4117.64697265625,1233333.375,4232.0263671875
4665570,0,1,33,6,48,2,0,1,1,5,39,1,1099453,949453,4615.396484375,781242,3797.7041015625,949453,4615.396484375
4665571,0,1,21,7,48,2,0,1,1,4,11,0,976544.333333333,976544.3125,4747.09033203125,850000,4131.9443359375,976544.3125,4747.09033203125
4665573,1,0,24,5,48,2,1,0,1,2,87,0,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4665574,0,1,31,3,53,1,0,0,1,3,53,0,1319575.33333333,839575.3125,3696.24340820312,781242,3439.43017578125,839575.3125,3696.24340820312
4665574,1,0,24,6,55,1,0,1,1,5,58,1,1115833.33333333,1115833.375,4733.83837890625,1070000,4539.39404296875,1115833.375,4733.83837890625
4665575,1,0,40,4,48,1,0,1,1,5,95,0,1713211,1713211,8328.109375,1500000,7291.66650390625,1713211,8328.109375
